Geneid,M9-PCU1T-1,M9-PCU1T-3,M9-PCU1T-2,TB-PCU1T-6,TB-PCU1T-5,TB-PCU1T-4
ycgC,5759,6227,7710,3557,2728,2469
dsbB_2,568,587,550,574,606,558
umuC_1,92,96,96,57,62,56
ycgL2,346,328,320,346,319,316
ycgG_2,19,20,15,7,7,10
ycgF,1264,879,733,506,508,448
mlrA_1,1473,1240,1213,341,414,365
icdA_1,4,2,5,5,4,6
lexA_1,145,128,131,268,286,264
icdA_2,7123,8794,5484,2675,2309,2080
ycfC,1240,853,992,1583,1531,1347
ycfD,1530,1293,1346,1865,1748,1638
potA_2,1668,1482,1450,5109,4960,4678
lolD_1,430,297,323,679,630,672
ycfU,1272,990,1147,2049,2096,2062
ycfS,573,469,515,771,639,688
ycfF,884,842,836,670,584,503
ptsG_1,9180,6398,8573,2708,2759,2640
yceG,273,270,250,407,380,345
fabG_1,10253,10000,9867,8792,9632,9409
yhdE_1,784,756,763,380,430,415
mviN,517,484,471,746,776,759
mviM,369,362,323,364,267,262
yceL,118,114,125,84,68,72
moeZ,543,357,424,208,167,163
htrB_2,517,450,487,895,846,773
modH,1500,1144,1184,5440,5186,4826
mdoG,1361,1112,1110,4781,4370,4275
mdoC,149,143,154,498,643,607
ymdC,728,600,635,301,271,258
ycdW,392,366,332,414,397,335
ycdT_2,58,51,64,56,73,51
psiH,241,199,171,105,101,114
efeU_1,258,269,221,55,55,40
efeU_2,106,113,80,15,11,15
ycdC,72,91,74,63,73,59
ycdL,21,26,20,3,7,10
ycdH,22,12,16,6,9,10
wrbA_2,266,325,225,3622,2085,1886
gnsA_2,82,78,96,303,352,306
insA_1,155,157,174,362,388,360
yjbF_1,8,15,6,55,56,68
ymcB_1,13,14,16,54,45,52
wzb_1,16,17,11,13,19,11
wzc_1,385,434,436,248,256,242
appA_1,475,321,331,705,430,439
yccB,62,27,38,63,62,46
hyaD_1,30,15,30,793,376,399
yccK,252,252,257,578,496,490
yccW,463,496,497,664,592,602
yccV,1188,1381,1281,624,672,673
yccR,174,168,192,113,125,118
ycbG,135,146,126,137,142,119
ycbW,1091,750,833,614,498,488
fimC_1,271,327,264,80,103,111
fimF_2,24,27,21,28,14,20
aufD,15,13,13,11,14,11
fimD_2,66,68,45,56,62,47
ssuD1,19,30,26,9,13,8
aspC_1,6779,5392,5531,3251,2917,2524
ycbL,6152,6183,5597,1830,1802,2079
ycbB,1345,1488,1196,799,779,702
smtA,838,796,785,851,1005,948
ycbC,109,101,77,129,132,97
himD,1616,1454,1572,3263,3043,2900
yggG_1,159,136,126,64,62,40
yetF,100,110,99,82,53,55
focA_1,13174,8303,10361,7616,8748,8664
pflB2_1,138024,91829,106031,87038,99004,90212
ygjI_1,64,34,46,55,44,28
dmsB_3,35,31,38,904,956,887
dmsA_3,273,177,182,5147,5459,5000
lrp_1,1243,1182,1017,917,834,715
macA_1,508,615,637,237,186,169
virK,468,464,473,4991,4483,4005
ybjE,264,265,282,238,250,232
artM_1,632,494,535,530,417,394
rumB,333,285,243,363,356,302
potF_2,351,328,300,144,131,141
ybjK,81,50,36,54,49,50
cmr,101,85,85,635,570,566
deoR_1,559,546,494,675,758,722
yliJ,1133,1164,1025,356,305,274
ydeH_2,36,40,32,38,51,53
yliE,32,33,21,49,47,51
yliA,1385,1281,1417,393,319,276
pflE,16,19,18,24,27,25
pflF,162,164,176,250,288,289
supH,133,100,114,234,256,173
ybiS,2002,1926,1858,2922,2608,2594
ybiP_1,233,289,240,914,957,874
ompX_1,2493,1780,2232,16697,17719,16626
ybiF,154,127,142,158,201,129
ybiN,109,106,117,379,406,401
ybiI_1,42,43,42,30,41,30
ybiC,213,164,191,318,257,219
trpD2,550,509,553,713,590,591
dinG_2,570,494,561,1516,1590,1452
macA_2,219,184,212,404,255,287
ybhF_1,243,173,269,574,350,345
ybhO,131,161,130,95,68,56
bioF_2,1779,1755,1447,29,41,36
K,49,36,36,15,9,8
ydfO_2,225,287,252,331,405,358
ybcU_1,322,385,363,4917,5929,5440
O,273,366,153,89,77,52
cI,3662,3900,3150,3944,3921,3420
dmdA,434,644,272,159,165,136
ybhI_1,103,184,61,11,14,9
mii,88,137,36,4,10,2
ybhD_1,113,179,89,45,39,46
modB_1,160,246,113,111,106,90
ybhT,224,293,209,86,64,80
modE_2,636,734,513,524,482,470
galM_2,808,1121,690,1212,1221,1165
pnuC_2,1416,2484,1417,138,94,95
ybgF,4803,5253,3982,2632,3043,2517
ybgT,1481,2310,1548,574,464,462
fruA_1,39,57,17,20,18,23
yidP_1,166,185,176,281,299,258
sucD_2,713,1238,542,891,786,819
sucC_2,776,1179,583,1296,1105,1202
sucB_2,1077,1588,764,1701,1535,1548
sucA_2,1865,2681,1216,3718,3480,3548
smfA,26,24,15,14,8,2
papC_1,75,86,79,40,27,49
ybgL,788,998,666,680,608,545
kipI,955,1233,742,585,489,436
phrB,467,538,323,309,238,254
kdpE_1,77,75,54,111,49,73
speC_1,90,124,56,47,54,52
nagE_1,638,889,549,1090,964,786
nagB_1,340,406,239,720,572,508
nagD,1334,1753,1047,1941,1785,1662
corC,2444,3078,2132,3917,4792,4387
podJ,0,8,2,5,3,9
rlpB,1408,1823,1139,1878,1758,1618
phpB,303,270,171,202,228,253
ybeB,817,996,544,1446,1573,1456
ybeA,462,577,373,1087,1098,1026
ybdO_1,102,203,112,149,167,151
ybeM_1,100,147,81,30,34,37
ybeM_2,57,73,48,36,21,29
crcB_1,181,233,144,302,343,280
dcuC_1,389,340,313,552,714,639
citA,244,289,169,233,137,167
citT_2,59,95,53,692,618,486
ybdO_2,22,49,23,17,21,17
ibrA,26,41,28,26,35,24
gldA_1,279,346,194,179,172,140
mbtH,388,340,291,10,8,14
fes_1,1515,1653,1243,30,42,35
fepA_2,11460,13821,9736,139,169,193
E873_1,132,170,112,52,91,82
insL_1,583,605,531,917,1477,1564
srnB,76,100,59,14,12,12
yjbR_1,190,241,168,116,124,100
adiY_1,83,109,54,30,22,27
ompT_1,433,469,353,1735,1870,1562
ybcU_2,49,55,48,717,1121,1046
nmpC_1,168,101,133,99,132,136
rusA_3,3,4,2,0,1,1
fimA_1,5,3,7,10,11,9
arcC_1,145,66,128,30,32,41
fdrA_2,8,14,9,7,9,10
allD_2,7,4,5,10,10,6
ylbB,65,50,67,52,56,47
ylbA,107,121,102,95,106,72
ybbZ,51,44,40,49,34,39
allS_2,12,19,20,15,2,8
ybbC_1,11,10,11,9,13,7
lolD_2,498,436,451,240,262,281
acr1,873,918,785,454,504,401
ybbN,1447,1329,1283,1127,1231,1303
ybbM,106,84,90,164,165,160
ybbL,120,92,92,327,285,261
ybbK,413,354,372,432,411,378
glsA1,264,107,141,1003,461,407
aes_2,46,59,68,102,80,77
kefA,1780,1571,1566,2379,2156,2192
acrR_2,776,783,717,515,601,632
acrB_1,6912,6794,6542,6850,7228,6729
ybaJ,1373,1521,1235,755,820,965
yjcC_1,222,232,211,217,227,271
ybaA_1,80,68,51,75,56,70
ogt_2,154,140,123,45,30,33
glnK_1,24,4,14,78,86,80
lrp_2,129,128,129,157,141,150
cof_1,570,624,609,211,209,199
ybaW,95,112,103,129,136,115
thiJ,429,494,429,531,585,535
iolS_2,1070,1133,969,703,614,600
ribH,1983,1721,1556,2378,2277,2168
ybaD,916,919,827,757,736,765
yajB,363,327,306,205,175,181
mak_2,103,79,95,130,94,100
adrA,86,84,87,152,179,150
yaiV,10,14,8,13,13,19
prn_1,197,218,193,78,98,86
prn_2,113,136,116,73,68,70
icaA,19,23,26,15,26,18
orf231_2,149,144,152,86,88,92
orf230_2,122,111,106,106,87,96
glmU_1,2,2,2,6,3,2
adhC,492,466,387,1037,924,844
rhtC_1,15,14,13,55,83,85
rpmE2,6,1,8,22,34,21
rpmJ_1,10,13,10,14,26,18
insA_2,117,96,77,123,137,149
yicJ_1,19,25,27,63,75,51
insA_3,135,113,109,144,153,186
fbpC_1,69,64,57,87,131,113
ykfA_1,190,184,186,149,133,130
ykfB_1,337,368,384,177,173,186
prfH,82,86,67,93,90,89
rtcB_1,3,0,1,4,1,5
motB_1,21,16,21,3,6,11
gmhA,1951,1945,2017,1189,1250,1187
ramA,441,424,400,233,221,229
dmlR_3,144,177,181,141,126,130
gmhB_1,1409,1208,1292,998,1161,1116
yaeB,786,742,639,978,966,1026
cutF,216,207,173,265,245,247
yaeJ,198,208,201,346,342,325
yaeT,12673,11223,11652,13112,13922,13018
yaeL,2719,2338,2407,2907,2795,2902
uppS,2498,2203,2138,2122,2211,2385
htrA,732,559,640,2774,2122,1771
yadR,1500,1699,1724,1210,1085,996
fhuD_2,864,827,789,125,113,127
yadP,93,78,101,87,72,91
yadB_1,185,198,199,400,475,460
focC_1,19,17,21,14,24,21
htrE_1,42,45,42,33,38,33
yadD,200,176,210,55,62,51
icaB,378,322,309,302,319,350
manX_2,158,135,151,116,132,113
drrA,1185,1357,1234,1017,1042,1074
yadF,3206,3374,2960,1575,1931,1823
yacC_1,2050,2057,1913,593,735,724
lpdA,8213,7805,6568,14594,17887,16123
pdhR_1,1401,1514,1256,1656,1366,1265
guaC_1,1678,1258,1396,1322,1355,1533
mraW,1250,1321,1229,2580,2721,2945
yabB,852,927,802,1623,1763,2001
fruR,601,477,385,1166,1198,1038
ilvI_1,1640,1289,1211,111,132,98
setB_1,198,211,211,101,115,85
tbpA,96,83,95,371,390,407
imp,9423,8868,8452,8820,9136,8719
pdxA_1,2069,1683,1710,1865,1873,1877
ksgA,1919,1686,1794,1967,2102,2101
ygcS_1,14,14,14,8,14,8
caiT_2,29,26,36,18,19,10
caiA_2,75,62,45,182,210,181
caiD_2,10,9,10,66,79,85
caiE_2,25,28,20,49,39,59
insB1_2,126,126,147,120,129,122
E873_2,89,73,81,92,218,205
insL_2,677,672,556,1080,1874,1889
dnaK_1,7625,6684,7140,13561,27662,36238
yaaH,211,236,233,454,502,474
tal2_1,10305,10506,10642,12568,13113,12746
creC_1,193,183,176,159,141,193
gpmB,425,386,397,406,364,426
yjjK,2138,2180,2080,3272,3253,3171
nadR_2,510,584,542,588,659,669
sms,522,541,468,737,664,746
smp,275,249,217,220,216,218
csdA_1,53,46,33,134,138,161
yjjV_2,355,332,333,365,311,287
osmY_1,304,337,241,1111,688,774
dnaC_2,615,601,545,711,762,812
mdoB,216,181,165,2192,2031,1982
tdh_2,22,28,26,36,42,45
yjjL_3,222,197,188,75,88,111
tsr_1,50,47,48,32,32,27
yjiY,244,115,447,4607,5099,4322
yjiA_1,523,524,542,723,793,735
yjiE,358,347,323,555,454,553
fimH_2,53,48,48,66,51,64
fimA_2,14,12,19,36,30,27
fimF_3,8,22,10,48,49,60
fimD_3,35,40,41,304,270,265
fimC_2,18,18,19,172,128,149
fimA_3,70,77,46,322,220,293
fimA_4,375,561,372,2567,2151,2410
xerC_2,82,112,90,131,149,183
yjhT,31,44,27,91,62,43
yjhS,65,56,60,74,64,58
sgcX_1,136,163,135,70,70,67
gatB_1,16,18,18,7,20,11
gatC_1,73,67,57,47,40,46
ulaC_1,56,48,49,38,53,44
rpe_1,56,64,56,43,38,53
glcR_1,51,39,36,25,20,27
kdgR_2,4,6,6,10,9,9
deoR_2,472,520,481,548,530,519
fecA_2,2291,1652,1937,184,172,156
yjhV,20,17,14,14,13,7
insO,23,19,18,5,6,5
nanT_1,46,46,38,53,79,66
ybiP_2,32,26,33,15,17,19
ybiP_3,557,548,550,413,448,427
orf231_3,151,132,141,95,93,110
orf230_3,144,137,138,122,102,112
yjgB,231,340,220,245,179,189
lptG_2,1237,1098,1063,1241,1256,1201
lptF_2,1326,1323,1301,1599,1529,1635
pepA_1,1335,1414,1109,3015,3112,3083
tabA_1,215,259,231,363,359,298
fabG1,62,50,51,96,89,77
cybC,391,363,341,548,467,676
rbsA_1,119,89,87,88,67,69
ytfJ_2,32,33,19,164,154,195
ytfG,130,219,137,76,65,77
ytfA,27,25,21,38,41,50
ulaC_2,22,28,11,9,14,14
sgaB,11,17,6,11,12,20
gsp_1,34,37,28,23,14,18
rlmB_1,1130,1008,1029,1734,1948,1817
nsrR_1,970,994,900,1588,1778,1861
hflC_2,2603,2341,2304,3368,3795,4069
yjeS,555,489,493,438,460,491
yjeP,1006,813,779,1153,1296,1325
yjeA,141,194,189,692,810,896
frdA_1,1296,740,1088,15862,18257,18499
sugE,103,105,103,174,136,143
kamA,927,854,831,997,996,1030
dipZ,1808,1498,1622,1089,1049,1054
yjdL,64,116,76,92,107,109
lysS_1,860,1457,1250,6740,7458,7401
yjdK,17,21,14,65,112,141
adiA_1,468,259,427,357,279,323
adiY_2,127,141,239,1120,1292,1548
yjdB,45,35,42,61,43,40
proP_2,6450,6125,4853,32508,35068,36257
yjdA,344,336,265,317,284,294
phnB,118,149,109,19,9,9
phnE,5,4,3,1,0,2
rpiR,534,376,503,166,175,188
rbsA_2,46,29,37,33,29,19
yjcU,37,32,25,17,11,22
mdtP_1,25,28,20,21,26,16
fdhF_2,202,199,188,4303,3981,3126
ccmF_1,13,21,20,239,259,211
pipB2,1,1,5,12,9,6
nhaK,366,381,356,338,328,379
yjcD_1,637,645,649,163,111,117
soxS_1,132,207,205,102,63,81
yjcC_2,82,72,77,37,30,33
ssb_1,1166,1220,977,983,1042,1078
yjbR_2,423,476,434,506,372,374
dnaB_2,1984,1896,1562,1828,1990,2064
qor,1298,1961,1731,445,399,395
yjbK,641,598,576,422,437,526
lexA_2,2478,2076,2316,3539,3029,2989
sopA,13,17,18,7,13,13
ymcB_2,3,7,8,7,3,10
yjbF_2,4,6,4,8,10,13
yjaB_1,11,17,5,42,43,45
zraR_1,145,124,143,196,174,210
tufA_1,21947,16376,17759,36392,37725,38377
oxyR_1,6628,5826,6318,898,869,871
argE_1,1954,1774,1510,317,313,340
yijP,1172,1272,1148,1488,1417,1381
ypdC_2,146,159,129,52,69,89
frwB_1,13,17,20,8,14,8
ptsA_1,37,40,28,41,26,40
gldA_2,122,125,120,716,642,580
cytR_1,702,526,492,528,584,578
glpX_1,410,363,326,770,891,1053
sbp_1,279,238,135,115,114,134
rhaS_1,14,11,15,9,11,13
yiiL,22,15,17,6,13,11
fruA_2,17,12,23,8,11,8
fruA_3,14,18,19,7,16,34
sgcX_2,26,22,27,21,30,33
manR,33,24,21,28,41,30
rbn_1,447,433,387,240,241,228
rbsK_1,26,39,21,30,13,16
yihP_1,22,32,35,10,18,28
yihP_2,16,31,37,23,31,25
yvoA_2,122,62,74,25,49,54
typA_1,12390,9609,10766,23691,25778,24461
hemN_1,1177,1144,1055,1205,1245,1292
engB,1193,1067,1030,1155,1221,1318
rdoA,1851,1633,1610,1908,2327,2723
trkH2,938,855,899,894,883,894
yigM,1191,1009,925,127,180,224
cof_2,876,789,763,704,752,773
rhtB_1,804,813,848,44,80,82
rhtC_2,733,737,738,188,134,156
yfnB,696,517,492,770,835,837
xerC_3,1209,900,884,890,921,1016
wecF,298,222,233,255,331,292
rffA,587,398,484,453,525,411
rffD,1194,942,1020,1908,2390,2452
rffE_2,1050,819,899,2368,2593,2816
trxA_2,3008,3478,3221,3559,3592,3593
gppA_1,3073,2585,2519,2400,2770,2867
gltC,411,358,365,194,251,219
ilvG_1,706,1638,1133,91,83,82
ilvG_2,3220,10078,7024,333,274,293
comM,70,91,83,81,82,67
yifE,513,484,499,718,635,631
pdhR_2,782,789,873,918,982,973
rbsK_2,379,284,292,424,399,431
rbsB_1,358,264,286,874,722,778
rbsC_1,200,96,133,145,147,145
rbsA_3,229,130,123,122,170,153
gidA,2168,2016,1920,4756,4859,5320
gidB,455,449,443,1072,1269,1458
glmU_2,2671,2286,2391,5577,5906,6091
bglH_1,5,8,12,7,21,10
bglH_2,15,12,12,15,16,19
nagB_2,24,40,31,15,23,27
purP,2006,1772,1865,1212,1069,1087
azr,463,407,457,482,485,575
trmE_1,701,735,694,2160,2353,2435
oxaA,4592,4190,4272,19115,19847,20782
dnaA_1,4823,5383,4729,8334,8457,9028
dgoA_1,24,28,25,20,25,26
hslS,52,52,51,178,770,1191
yidP_2,10,8,6,5,10,10
celF_2,63,46,48,20,17,19
aglB,20,15,10,1,3,1
betC_2,71,62,80,31,26,30
ade,149,132,152,328,396,386
yicO,12,10,11,13,16,11
setB_2,14,11,12,7,10,4
yicJ_2,49,41,65,27,23,27
yicE,1521,1300,1177,122,140,143
spoU,301,232,264,643,716,766
ligB_1,84,96,69,71,87,89
coaBC,1052,999,882,1173,1238,1402
radC,962,804,898,1396,1438,1468
kdtA,669,525,555,737,882,809
rfaQ,1560,1726,1767,1279,1334,1300
rfaG,1011,1058,1029,672,728,664
tagE,508,587,599,333,461,481
waaI,462,558,536,196,204,227
rfaJ,346,488,504,168,220,152
rfaL,699,766,714,550,770,752
rfaC,790,646,629,537,630,634
rfaF,1589,1334,1377,1177,1143,1281
tdh_3,378,419,397,1010,958,1021
hyaD_2,119,96,101,104,129,145
yibP,1235,1009,1074,1298,1469,1527
gpmI,6420,5381,5458,7210,7858,8575
lctD,78,81,52,52,57,67
yibH_2,24,24,18,9,13,15
yibA_1,19,29,28,30,34,52
adhB,15,17,6,11,28,39
yibH_3,69,73,74,24,51,46
dmlR_4,217,181,197,133,158,177
mipA_2,6,8,8,5,4,8
siaT_1,16,13,14,5,9,5
yiaM_1,0,2,1,1,0,1
dlgD,24,12,10,9,3,6
aspC_2,717,580,456,464,484,559
yiaH,45,34,44,38,50,49
pndA,38,27,29,462,727,729
tkrA,2543,2213,1939,695,720,832
yiaD_1,77,78,64,274,299,471
yjaB_2,117,119,99,69,82,89
eptb,973,750,820,862,890,1000
dppA_1,6767,5239,4566,207,185,176
dppB_1,488,419,294,45,39,42
ldrD_1,79,74,66,93,101,84
yhjT,132,113,132,80,86,105
bscA,75,77,62,108,91,99
yhjN,99,86,110,109,137,96
yhjM,41,50,40,36,43,33
yhjK,432,442,404,466,413,475
yhjH,19,16,11,3,10,2
yhjE_2,376,432,310,47,36,26
dmlR_5,55,47,57,21,25,37
gadB_2,2838,1127,1333,9211,4540,4013
gadW_2,494,313,322,1031,702,772
yhiE,1581,770,1193,444,272,286
sapB_2,466,104,194,767,420,433
slp_2,1079,421,799,892,406,379
yhiS,19,30,22,9,9,13
yhiR,1004,974,937,1425,1497,1483
yhiQ,91,90,77,173,209,207
uspA1,8883,10414,10198,4106,4051,3936
macA_3,80,68,65,412,354,252
ybhF_2,73,57,49,644,558,412
yibA_2,5,12,4,24,34,41
ybbC_2,4,2,9,13,16,11
yhhT_1,219,275,250,127,116,90
yhhK,109,95,80,190,184,193
insB1_3,104,91,103,74,52,56
hcpA_5,7,3,2,8,4,5
glpR_3,202,202,164,556,505,500
qseF,52,67,69,130,166,141
rtcB_2,55,40,64,58,53,55
gntY,4822,4696,4620,1534,1801,1859
gntX,415,416,394,404,522,678
yhgG,1345,1165,1246,139,161,139
pckA,1896,1515,1833,3289,2765,2595
yrfF,530,541,491,985,1051,1189
mrcA_1,952,836,829,1842,1652,1771
yrfD,93,91,66,35,33,30
rpe_2,1200,1219,1100,1064,1074,1115
php_1,35,35,34,18,17,24
pabA_1,183,170,164,195,178,190
cfxP,1269,1313,1164,497,503,505
fusA1,58823,48860,48272,55942,65549,63053
tufA_2,55974,54201,50608,32158,35838,34283
yheK,159,149,127,86,86,83
xcpW_1,18,16,18,6,11,13
gspH_1,7,3,7,4,5,5
pulG,9,10,20,4,14,9
gspF_1,35,35,38,32,21,32
gspE_1,33,31,29,37,35,45
pulD,74,73,77,75,58,96
outC,11,13,10,18,28,23
pinO,32,42,34,19,19,20
rpmJ_2,11632,12519,11851,11056,13677,12339
yhdL,75,78,66,28,38,34
topA_2,1265,1425,1267,893,886,921
rimN,890,809,806,1063,1127,1106
artM_2,36,57,45,29,31,44
yecS_1,28,25,32,5,18,13
dus_3,5913,6748,6238,9628,11042,11559
yhdH_2,250,284,267,340,341,334
yhdE_2,327,259,305,369,346,413
aaeB_2,172,169,184,137,121,119
ycfR,34,40,21,874,607,449
mdh_1,1359,1257,936,1995,1542,1509
degS_1,887,806,773,478,407,481
degQ_1,694,732,576,426,361,402
yhcB_1,2034,2184,2103,1416,1506,1579
yhcM_1,520,549,468,236,235,272
dcuC_2,100,68,62,75,74,94
nanT_2,42,51,49,49,50,32
yhcJ,51,54,41,48,44,39
gltF_1,112,81,108,67,89,70
caf1A,244,250,236,156,156,160
gltF_2,125,205,195,58,67,52
gltD_1,7162,9991,7793,583,564,614
yhbL,643,621,663,459,373,413
ptsO,391,326,246,83,98,112
yhbJ,2762,2634,2637,1208,1355,1303
yhbH,1918,2068,1861,833,788,909
yhbN,1565,1477,1521,2515,2613,2599
kdsD_2,930,919,820,759,770,808
yrbF,1104,1122,968,3201,3262,3246
yrbA,409,460,402,542,533,577
ftsJ,1752,1778,1769,2203,2612,3050
deaD_1,27345,27279,26871,47751,50355,53019
limB,173,119,95,156,154,149
yhbU_2,45,49,46,834,1000,1101
osmY_2,691,598,628,751,770,707
lpfC,267,258,244,144,134,149
lpfB,14,7,7,6,8,5
lpfA,25,42,30,16,22,20
agaC_2,24,24,17,11,1,14
agaY,19,22,23,5,13,13
agaA,7,7,10,3,8,9
agaW,10,5,7,5,6,2
agaZ,43,21,27,22,21,19
garR_1,30,19,31,86,62,57
tdcD_1,3,7,6,557,681,484
yhaO,151,156,178,171,172,160
yhaM,121,122,143,220,175,185
allS_3,319,323,308,262,258,246
yhaH_1,9,7,9,9,11,11
yhaH_2,109,126,133,243,179,183
yqjF_1,55,47,51,163,145,153
exuT_1,278,317,292,96,73,70
afr,366,317,243,221,225,226
ygjO,338,419,315,1169,1292,1363
ygjN,38,40,26,47,92,82
fadH_1,44,41,40,25,23,27
ygjI_2,11,4,5,13,35,40
air,106,93,70,35,38,43
yqjI,209,240,218,139,184,204
yqjH,792,755,712,83,91,114
gcp,387,334,407,981,897,1042
dmlR_6,31,28,23,52,43,36
uppP,173,182,182,435,412,458
hldE,1144,1056,1111,1117,1135,1197
papC_2,59,60,52,63,77,68
orf231_4,149,149,127,95,98,96
orf230_4,130,135,120,93,90,89
yqiC,889,1004,985,648,647,707
ygiE,1178,1489,1488,472,488,433
gsp_2,1998,1623,1618,2881,2908,3053
icc,1831,1474,1509,1332,1312,1251
sufI,1332,1208,1238,1571,1666,1808
lpp_2,23,28,29,38,49,40
yghZ,215,145,200,227,175,177
clcD_1,19,34,25,5,2,3
clcD_2,31,34,28,4,4,3
clcD_3,39,48,20,12,10,7
hyb0,118,79,84,7913,8871,9003
gsp_3,2954,2704,2827,887,854,860
glcB_2,277,310,267,349,350,423
epsC,52,35,35,55,65,62
speC_2,668,527,657,849,691,609
nupG_1,243,271,237,241,235,216
trmB,367,375,357,512,527,616
hemN_2,331,312,256,619,629,693
sprT,90,75,99,126,128,124
metK_1,1190,915,701,2839,3149,2656
yggG_2,178,188,179,295,317,328
tktA_1,12333,8874,9428,10999,11815,11585
adhT,17,17,16,19,26,28
glpX_2,11,21,15,9,14,12
yggD,354,349,305,288,261,245
frcK,319,315,280,191,239,233
fba,24040,16972,18351,12335,11912,11139
scpA_1,83,64,65,90,100,109
caiD_3,28,34,36,34,57,34
scpA_2,80,76,70,100,87,87
iciA,1411,1472,1332,385,354,351
serA_3,15443,12713,11450,1296,1096,1141
ygfA,2193,2210,2175,1006,1127,1114
pepP_1,3301,3061,2967,3661,3833,3589
visC,1118,978,936,1398,1328,1294
ygfY,405,353,373,741,656,620
xerD_1,444,440,434,579,623,589
lysS_2,5079,4677,4411,6968,7065,6760
ygfU,15,13,11,50,65,83
yjcD_2,46,54,51,152,188,196
ygfP,80,84,73,298,403,382
hcrA_1,182,182,196,3460,4077,4426
gltD_2,82,104,98,2699,2636,2712
ygfJ,62,76,90,270,267,298
arcC_2,108,125,121,474,510,475
argE_2,32,30,30,1779,3269,2543
dpaL,48,56,49,1085,1462,1463
hcrA_2,114,110,134,735,836,904
orf230_5,127,126,119,131,108,100
orf231_5,146,139,122,112,96,97
uvrY_1,2,0,3,5,6,4
kdpE_2,9,7,8,3,4,10
sicA,0,3,3,2,5,8
marT,338,231,223,73,108,126
kduD_1,37,42,40,55,45,27
cmpR,142,125,126,83,112,99
ygdR_1,87,76,78,208,223,231
ygdQ_1,765,775,759,882,932,983
nudH,1633,1520,1460,1560,1545,1594
amiC_1,580,496,450,1067,1079,975
ygdL,277,326,301,440,389,438
ygdK,276,277,259,552,494,570
csdA_2,570,540,549,1942,2071,2092
ygdR_2,125,225,155,1141,1198,1238
gcvA_1,275,195,199,167,198,217
mtfA_1,505,415,442,987,1140,1095
fucK_2,57,67,55,53,76,63
fucA_1,25,23,28,22,28,33
exo,117,117,108,204,234,199
ygdH,4384,3209,3751,2993,3146,2627
mioC_2,286,271,282,370,397,360
rumA,616,517,553,888,1004,849
eno_1,63808,50546,51285,20319,22816,21127
lsrK_2,69,62,64,26,31,28
kduD_2,0,1,5,4,4,4
ygcS_2,20,20,18,13,12,11
etfB_2,5,11,11,10,9,17
ygcM,68,80,95,416,461,463
SBOV29751,22,27,34,63,44,34
SBOV29741,33,31,32,26,27,22
SBOV29721,53,60,31,51,26,38
ygbB,140,96,131,445,426,396
surE,429,395,376,955,1001,1017
fucA_2,28,49,33,21,16,32
garR_2,20,23,28,16,36,29
glcR_2,126,122,142,132,115,101
fhlA_1,208,168,173,793,1036,1010
hycB_1,36,49,25,1555,1131,849
hycC_1,28,36,23,1469,1001,844
hycD_1,27,20,18,1224,972,659
hycE_1,42,43,46,2152,2424,1536
hycF_1,21,28,22,727,986,622
hycG_1,34,35,32,880,1065,700
hycH_1,27,35,33,291,345,227
norW_1,74,69,56,72,81,62
srlQ,173,169,145,183,190,177
srlM,42,45,39,32,33,39
ygaD,167,192,149,269,225,247
emrB_1,334,340,273,868,797,695
ynfM_2,68,67,68,166,220,202
ynfM_3,34,36,33,154,203,187
proV_1,672,689,513,3658,4826,4543
ygaW,7110,9547,10793,203,162,176
ygaU,228,347,226,180,109,122
ygaF,231,336,212,163,79,101
amyE,1,1,4,5,3,4
ykfB_2,33,36,23,15,16,21
ykfA_2,26,27,38,34,41,27
yfjG,195,196,200,359,369,346
smpA,1197,1077,1161,1321,1114,1137
ppnK,799,864,813,499,502,462
corE,724,779,668,350,374,392
yfiN,482,372,414,891,939,992
yfiR_1,471,396,366,566,568,627
aroF_1,852,280,281,576,628,621
yfiO,3922,3769,3551,3562,3656,3440
yfiH,896,971,836,1486,1590,1658
citH,4096,3367,2697,3019,2717,2582
pka,701,515,617,544,500,441
rlmB_2,906,675,760,2122,1977,1851
pflB2_2,4865,4024,4539,4976,4134,3961
rhtB_2,140,128,115,114,140,118
cysL_1,203,220,235,137,178,225
deaD_2,946,898,846,2332,2248,2345
frdA_2,1265,1531,1245,142,140,105
typA_2,3415,2937,2872,7055,6474,5891
trmE_2,1393,1212,1180,3192,3208,3267
fliY_1,160,164,161,296,310,303
creC_2,344,388,362,310,320,302
zraR_2,361,305,348,420,410,415
glnK_2,629,529,702,549,460,394
mglA_1,40,35,41,31,22,30
rbsC_2,33,33,33,38,27,31
gutB_2,68,73,62,48,42,39
yqjF_2,49,80,75,73,43,51
norW_2,278,293,276,98,71,74
hcaR_2,29,30,18,9,15,15
nsrR_2,8152,10119,8326,2909,2658,2253
sufA_2,1685,1890,1668,1610,1598,1474
dnaK_2,3175,3827,3201,8547,9091,8451
pepA_2,1185,1467,1272,1886,1926,1827
ynjE_2,849,801,866,787,747,705
mrcA_2,135,106,127,179,168,161
trmE_3,1868,1716,1682,3845,4003,3528
guaC_2,3577,2129,3102,3891,3568,3511
pabA_2,8502,5455,7185,6557,6938,6682
gppA_2,1250,1137,1118,870,756,668
ppk2,3182,3164,3025,1810,1786,1724
purU_2,498,448,484,305,305,281
ycdG,153,169,209,397,413,341
dnaA_2,204,141,159,201,230,201
